"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL544022";"";"0";"351.3";"0";"3.39";"1m";"Cl.CCN(CC)CCS\C(=N/O)\C(=O)c1ccc(Cl)cc1";"IC50";"'='";"520000";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL644102";"Reversible inhibition of Human AchE";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1123431";"1";"Scientific Literature";"J. Med. Chem.";"1986";""
"CHEMBL609149";"";"0";"289.38";"0";"2.12";"52";"CN(C)C(=O)Oc1ccc2N(C)C3N(C)CC[C@@]3(C)c2c1";"IC50";"'='";"970.51";"nM";"6.01";"";"";"UO_0000065";"20.78";"0.39";"3.89";"16.69";"False";"CHEMBL641238";"Inhibition acetylcholinesterase (AChE) enzyme.";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130277";"1";"Scientific Literature";"J. Med. Chem.";"1997";""
"CHEMBL335108";"";"0";"180.27";"0";"2.2";"42";"COc1cccc(c1C)[N+](C)(C)C";"IC50";"'='";"238781.13";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL641238";"Inhibition acetylcholinesterase (AChE) enzyme.";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130277";"1";"Scientific Literature";"J. Med. Chem.";"1997";""
"CHEMBL338492";"";"0";"208.28";"0";"2.12";"35";"CC(=O)Oc1ccc(C)c(c1)[N+](C)(C)C";"IC50";"'='";"5333.35";"nM";"5.27";"";"";"UO_0000065";"25.32";"0.48";"3.15";"20.05";"False";"CHEMBL641238";"Inhibition acetylcholinesterase (AChE) enzyme.";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130277";"1";"Scientific Literature";"J. Med. Chem.";"1997";""
"CHEMBL422459";"";"0";"152.22";"0";"1.59";"29";"C[N+](C)(C)c1cccc(O)c1";"IC50";"'='";"972.75";"nM";"6.01";"";"";"UO_0000065";"39.5";"0.75";"4.42";"29.72";"False";"CHEMBL641238";"Inhibition acetylcholinesterase (AChE) enzyme.";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130277";"1";"Scientific Literature";"J. Med. Chem.";"1997";""
"CHEMBL32329";"";"0";"400.33";"1";"5.46";"17";"Clc1cccc(Cl)c1CO\N=C\c2cc[n+](CCCc3ccccc3)cc2";"IC50";"'='";"180";"nM";"6.75";"";"";"UO_0000065";"16.85";"0.34";"1.28";"26.48";"False";"CHEMBL945890";"Inhibition of human AchE";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141467";"1";"Scientific Literature";"J. Med. Chem.";"2008";""
"CHEMBL163362";"";"0";"186.26";"0";"2.72";"12";"C1CCC2=Nc3ccccc3CN2C1";"IC50";"'='";"3660";"nM";"5.44";"";"";"UO_0000065";"29.19";"0.53";"2.72";"34.85";"False";"CHEMBL644110";"Inhibitory activity against acetylcholinesterase in human RBC";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150531";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1996";""
"CHEMBL243311";"";"0";"385.46";"1";"5.1";"3";"COc1ccc2C=C(C(=O)Oc2c1)c3cccc(CN(C)Cc4ccccc4)c3";"IC50";"'='";"2290";"nM";"5.64";"";"";"UO_0000065";"14.63";"0.27";"0.54";"13.22";"False";"CHEMBL894085";"Inhibition of human recombinant AChE";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148720";"1";"Scientific Literature";"J. Med. Chem.";"2007";""
"CHEMBL542018";"";"0";"256.73";"0";"1.74";"7g";"Cl.CCNC(=O)Oc1ccc2CCC(N)c2c1";"IC50";"'='";"17700";"nM";"4.75";"";"";"UO_0000065";"21.57";"0.41";"3.01";"7.38";"False";"CHEMBL641292";"In vitro inhibitory concentration against purified Acetylcholinesterase of human erythrocytes; value ranges from 7.33-61.5";"B";"BAO_0000019";"assay format";"";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135657";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL348607";"";"0";"392.3";"0";"4.19";"12i";"CCCCNC(=O)Oc1ccc2c(c1Br)c3CC\C(=N\C)\c3n2C";"IC50";"'='";"3170";"nM";"5.5";"";"";"UO_0000065";"14.02";"0.31";"1.31";"9.89";"False";"CHEMBL643373";"Inhibition of acetylcholinesterase.";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151505";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1996";""
"CHEMBL225567";"";"0";"503.09";"2";"6.97";"15";"Clc1ccc2c(NCCCCCCNC(=O)CCc3c[nH]c4ccccc34)c5CCCCc5nc2c1";"IC50";"'='";"2000";"nM";"5.7";"";"";"UO_0000065";"11.33";"0.22";"-1.27";"8.16";"False";"CHEMBL945911";"Inhibition of human AchE-induced amyloid beta aggregation";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141467";"1";"Scientific Literature";"J. Med. Chem.";"2008";""
"CHEMBL225567";"";"0";"503.09";"2";"6.97";"15";"Clc1ccc2c(NCCCCCCNC(=O)CCc3c[nH]c4ccccc34)c5CCCCc5nc2c1";"IC50";"'='";"0.02";"nM";"10.7";"";"";"UO_0000065";"21.27";"0.41";"3.73";"15.33";"False";"CHEMBL945890";"Inhibition of human AchE";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141467";"1";"Scientific Literature";"J. Med. Chem.";"2008";""
"CHEMBL179320";"";"0";"353.42";"0";"4.82";"11 (table 1)";"CC(C)c1ccc(NC(=O)Oc2ccc3OC4OCCC4(C)c3c2)cc1";"IC50";"'='";"2650";"nM";"5.58";"";"";"UO_0000065";"15.78";"0.29";"0.76";"9.82";"False";"CHEMBL874440";"Inhibitory concentration against human erythrocyte Acetylcholinesterase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142685";"1";"Scientific Literature";"J. Med. Chem.";"2005";""
"CHEMBL362704";"";"0";"263.29";"0";"2.19";"8 (table 1)";"CCNC(=O)Oc1ccc2OC3CC(C)(CO3)c2c1";"IC50";"'='";"830";"nM";"6.08";"";"";"UO_0000065";"23.1";"0.44";"3.89";"10.71";"False";"CHEMBL874440";"Inhibitory concentration against human erythrocyte Acetylcholinesterase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142685";"1";"Scientific Literature";"J. Med. Chem.";"2005";""
"CHEMBL574747";"";"0";"281.36";"0";"3.68";"7a";"CC1=CC2CC(C1)c3c(N)c4nc(oc4nc3C2)C5CC5";"IC50";"'='";"50000";"nM";"4.3";"";"";"UO_0000065";"15.29";"0.28";"0.62";"6.62";"False";"CHEMBL1041236";"Inhibition of human recombinant AChE in erythrocytes by Ellman's assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154060";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";""
"CHEMBL576189";"";"0";"295.39";"0";"4.07";"8";"CC1=CC2CC(C1)c3c(C2)nc4oc(nc4c3N)C5CCC5";"IC50";"'='";"27100";"nM";"4.57";"";"";"UO_0000065";"15.46";"0.28";"0.5";"7.03";"False";"CHEMBL1041236";"Inhibition of human recombinant AChE in erythrocytes by Ellman's assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154060";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";""
"CHEMBL574261";"";"0";"331.51";"0";"4.77";"9a";"CCCSc1nc2nc3CC4CC(CC(=C4)C)c3c(N)c2s1";"IC50";"'='";"7690";"nM";"5.11";"";"";"UO_0000065";"15.43";"0.32";"0.34";"9.87";"False";"CHEMBL1041236";"Inhibition of human recombinant AChE in erythrocytes by Ellman's assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154060";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";""
"CHEMBL575166";"";"0";"285.77";"0";"4.59";"13";"CC1=CC2CC(C1)c3c(O)c4ccc(Cl)cc4nc3C2";"IC50";"'='";"14700";"nM";"4.83";"";"";"UO_0000065";"16.91";"0.33";"0.24";"14.59";"False";"CHEMBL1041236";"Inhibition of human recombinant AChE in erythrocytes by Ellman's assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154060";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";""
"CHEMBL87295";"";"0";"450.4";"0";"4.43";"39";"[Br-].CCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1";"IC50";"'='";"2570";"nM";"5.59";"";"";"UO_0000065";"15.09";"0.29";"1.16";"14.18";"False";"CHEMBL644831";"Concentration required for the inhibition of acetylcholinesterase";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135325";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";""
"CHEMBL308043";"";"0";"289.38";"0";"2.12";"33 (N-methylphycostigmine)";"CN(C)C(=O)Oc1ccc2N(C)[C@H]3N(C)CC[C@@]3(C)c2c1";"IC50";"'='";"210";"nM";"6.68";"";"";"UO_0000065";"23.08";"0.43";"4.56";"18.54";"False";"CHEMBL644628";"In vitro inhibition of human erythrocyte acetylcholinesterase.";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134282";"1";"Scientific Literature";"J. Med. Chem.";"2001";""
"CHEMBL151922";"";"0";"288.39";"0";"2.68";"52c";"CCCN(C)C(=O)Oc1cccc(CC(C)NCC#C)c1";"IC50";"'='";"19100";"nM";"4.72";"";"";"UO_0000065";"16.36";"0.31";"2.04";"11.35";"False";"CHEMBL644222";"In vitro inhibitory concentration against purified Acetylcholinesterase of human erythrocytes; value ranges from 13.6-27.3";"B";"BAO_0000019";"assay format";"";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135657";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL374184";"";"0";"393.49";"0";"3.95";"11";"CCOC(=O)C1=C(C)Nc2nc3CCCCc3c(N)c2C1c4ccc(OC)cc4";"IC50";"'='";"105";"nM";"6.98";"";"";"UO_0000065";"17.74";"0.33";"3.03";"8.07";"True";"CHEMBL913362";"Inhibition of human erythrocyte AChE";"B";"BAO_0000357";"single protein format";"Electrophorus electricus";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138213";"1";"Scientific Literature";"J. Med. Chem.";"2006";""
"CHEMBL436302";"";"0";"393.49";"0";"3.95";"9";"CCOC(=O)C1=C(C)Nc2nc3CCCCc3c(N)c2C1c4ccccc4OC";"IC50";"'='";"234";"nM";"6.63";"";"";"UO_0000065";"16.85";"0.31";"2.68";"7.67";"True";"CHEMBL913362";"Inhibition of human erythrocyte AChE";"B";"BAO_0000357";"single protein format";"Electrophorus electricus";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138213";"1";"Scientific Literature";"J. Med. Chem.";"2006";""
"CHEMBL65018";"";"0";"458.65";"0";"3.82";"7g";"CN1CC[C@]2(C)[C@H]1N(C)c3ccc(OC(=O)NCCCCCCCCN4CCOCC4)cc23";"IC50";"'='";"80";"nM";"7.1";"";"";"UO_0000065";"15.47";"0.29";"3.28";"12.39";"False";"CHEMBL645001";"Inhibition of Acetylcholinesterase (AChE) from human RBC";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128816";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1995";""
"CHEMBL2088785";"";"0";"374.49";"0";"3.51";"7";"Nc1nc(NCCCC2CCN(Cc3ccccc3)CC2)c(cc1C#N)C#N";"IC50";"'='";"9.4";"nM";"8.03";"";"";"UO_0000065";"21.43";"0.39";"4.52";"7.89";"False";"CHEMBL2090206";"Inhibition of human erythrocyte AChE using acetylthiocholine as substrate by Ellman method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2086277";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2012";""
"CHEMBL309351";"";"0";"309.37";"0";"3.3";"(+)-9";"C[C@]12CCNC1Nc3ccc(OC(=O)Nc4ccccc4)cc23";"IC50";"'='";"231";"nM";"6.64";"";"";"UO_0000065";"21.45";"0.39";"3.34";"10.64";"False";"CHEMBL644099";"Anticholinesterase activity against erythrocyte acetylcholinesterase (AChE) in humans.";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131001";"1";"Scientific Literature";"J. Med. Chem.";"1998";""
"CHEMBL74089";"";"0";"261.32";"0";"1.43";"6";"CNC(=O)Oc1ccc2N(C)C3NCC[C@@]3(C)c2c1";"IC50";"'='";"21";"nM";"7.68";"";"";"UO_0000065";"29.38";"0.55";"6.25";"14.32";"False";"CHEMBL644099";"Anticholinesterase activity against erythrocyte acetylcholinesterase (AChE) in humans.";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131001";"1";"Scientific Literature";"J. Med. Chem.";"1998";""
"CHEMBL123249";"";"0";"487.51";"0";"3.67";"2";"CN1CC[C@]2(C)[C@H]1N(C)c3ccc(OC(=O)Nc4ccccc4)cc23.OC(C(O)C(=O)O)C(=O)O";"IC50";"'='";"24";"nM";"7.62";"";"";"UO_0000065";"22.58";"0.42";"3.95";"17";"False";"CHEMBL644832";"Ex vivo inhibition of human erythrocyte Acetylcholinesterase.";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135547";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL367795";"";"0";"276.34";"0";"2.25";"13 (table 1)";"CCNC(=O)Oc1ccc2N(C)C3OCC[C@@]3(C)c2c1";"IC50";"'='";"82";"nM";"7.09";"";"";"UO_0000065";"25.64";"0.48";"4.84";"13.95";"False";"CHEMBL874440";"Inhibitory concentration against human erythrocyte Acetylcholinesterase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142685";"1";"Scientific Literature";"J. Med. Chem.";"2005";""
"CHEMBL2047529";"";"0";"565.71";"2";"5.07";"14";"CN(CCCOc1ccc2C=CC(=O)Oc2c1)Cc3cccc(OC(=O)NCCCCCCCN4CCOCC4)c3";"IC50";"'='";"119";"nM";"6.92";"";"";"UO_0000065";"12.24";"0.23";"1.85";"7.41";"False";"CHEMBL2049770";"Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 120 mins before substrate addition by Ellman's method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2046402";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2012";""
"CHEMBL502";"DONEPEZIL";"4";"379.5";"0";"4.36";"Donepezil";"COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC";"IC50";"'='";"4150";"nM";"5.38";"";"";"UO_0000065";"14.18";"0.26";"1.02";"13.88";"False";"CHEMBL1787069";"Inhibition of human plasma BChE";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3559721";"Plasma";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1781988";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2011";""
"CHEMBL1782707";"";"0";"377.53";"0";"2.73";"MF-8622";"CN(C)CC(C)(C)c1cccc(OC(=O)NCCCCN2CCOCC2)c1";"IC50";"'='";"9";"nM";"8.05";"";"";"UO_0000065";"21.31";"0.41";"5.32";"14.89";"False";"CHEMBL1787069";"Inhibition of human plasma BChE";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3559721";"Plasma";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1781988";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2011";""
"CHEMBL2047228";"";"0";"387.53";"0";"4.47";"7f";"Cc1ccc(CNc2ccnc(NC3CCN(Cc4ccccc4)CC3)n2)cc1";"IC50";"'='";"12900";"nM";"4.89";"";"";"UO_0000065";"12.62";"0.23";"0.42";"9.21";"False";"CHEMBL2050824";"Inhibition of human AChE using acetylthiocholine iodide as substrate after 5 mins by DTNB method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2046278";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";""
"CHEMBL2047223";"";"0";"407.95";"0";"4.82";"7a";"Clc1ccccc1CNc2ccnc(NC3CCN(Cc4ccccc4)CC3)n2";"IC50";"'='";"7700";"nM";"5.11";"";"";"UO_0000065";"12.53";"0.24";"0.29";"9.63";"False";"CHEMBL2050824";"Inhibition of human AChE using acetylthiocholine iodide as substrate after 5 mins by DTNB method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2046278";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";""
"CHEMBL103873";"";"0";"269.84";"0";"2.75";"5";"[Cl-].CCCCCSC(=O)OCC[N+](C)(C)C";"IC50";"'='";"50000";"nM";"4.3";"";"";"UO_0000065";"18.35";"0.39";"1.55";"16.35";"False";"CHEMBL884109";"Inhibition of Acetylcholinesterase activity from octopus brain";"B";"BAO_0000019";"assay format";"Octopus";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130148";"1";"Scientific Literature";"J. Med. Chem.";"1997";""
"CHEMBL2332981";"";"0";"717.87";"2";"6.06";"9k";"O=C(C[C@H]1C[C@H]2CCCN2[C@]13C(=O)Nc4ccccc34)N5C\C(=C/c6cccc7ccccc67)\C(=O)[C@]8(C[C@H]9CCCN9[C@@]8%10C(=O)Nc%11ccccc%10%11)C5";"IC50";"'='";"20630";"nM";"4.69";"";"";"UO_0000065";"6.53";"0.12";"-1.37";"4.59";"False";"CHEMBL2345676";"Inhibition of AChE (unknown origin) using acetylthiocholine iodide substrate by Ellman's method based spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331378";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";""
"CHEMBL323655";"";"0";"610.88";"2";"6.44";"6";"COc1ccccc1CN(CCCCCCCCN(Cc2ccccc2OC)C(=O)CCCCCN)C(=O)CCCCCN";"IC50";"'='";"33113.11";"nM";"4.48";"";"";"UO_0000065";"7.33";"0.14";"-1.96";"4.03";"False";"CHEMBL638447";"Inhibitory activity on Acetylcholinesterase (AChE) from human erythrocytes";"B";"BAO_0000019";"assay format";"";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135995";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL76135";"";"0";"489.62";"1";"6.81";"(-)-18";"C[C@@]12CCN(Cc3ccccc3)C1N(Cc4ccccc4)c5ccc(OC(=O)Nc6ccccc6)cc25";"IC50";"'='";"41130";"nM";"4.39";"";"";"UO_0000065";"8.96";"0.16";"-2.42";"9.79";"False";"CHEMBL644099";"Anticholinesterase activity against erythrocyte acetylcholinesterase (AChE) in humans.";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131001";"1";"Scientific Literature";"J. Med. Chem.";"1998";""
"CHEMBL352500";"";"0";"244.72";"0";"3.84";"2b";"Nc1c2C3CCC(C3)c2nc4cc(Cl)ccc14";"IC50";"'='";"4.5";"nM";"8.35";"";"";"UO_0000065";"34.11";"0.67";"4.51";"21.45";"True";"CHEMBL644838";"Inhibition of acetylcholinesterase (AChE) of human red blood cell (type XIII) by modified radiometric AChE assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1126447";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1992";""
"CHEMBL1902981";"EPERISONE";"3";"259.39";"0";"3.55";"EPERISONE";"CCc1ccc(cc1)C(=O)C(C)CN2CCCCC2";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909212";"DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine)";"B";"BAO_0000219";"cell-based format";"";"";"";"HEK293";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715"
"CHEMBL1782707";"";"0";"377.53";"0";"2.73";"MF-8622";"CN(C)CC(C)(C)c1cccc(OC(=O)NCCCCN2CCOCC2)c1";"IC50";"'='";"100000";"nM";"4";"";"";"UO_0000065";"10.6";"0.2";"1.27";"7.4";"False";"CHEMBL1787066";"Inhibition of human erythrocytes AChE";"B";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1781988";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2011";""
"CHEMBL1909051";"";"0";"347.38";"0";"4.8";"4-(PHENYLMETHYL)-1-[2-(TRIFLUOROMETHYL)BENZOYL]-PIPERIDINE";"FC(F)(F)c1ccccc1C(=O)N2CCC(Cc3ccccc3)CC2";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909212";"DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine)";"B";"BAO_0000219";"cell-based format";"";"";"";"HEK293";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715"
"CHEMBL1501";"FLUOCINONIDE";"4";"494.53";"0";"2.94";"FLUOCINONIDE";"CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]23C";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909212";"DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine)";"B";"BAO_0000219";"cell-based format";"";"";"";"HEK293";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715"
"CHEMBL61274";"";"0";"316.45";"0";"4.22";"1d";"CCCCCCNC(=O)Oc1ccc2C3CC(CCN3C)c2c1";"IC50";"'='";"72";"nM";"7.14";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL645002";"In vitro inhibitory activity against human acetylcholinesterase";"F";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127559";"1";"Scientific Literature";"J. Med. Chem.";"1994";""
"CHEMBL1782071";"";"0";"511.8";"2";"5.43";"13b";"CCN1C[C@]2(C)[C@H](CC=C3C[C@@H]4[C@@H](CC[C@@H]23)[C@]5(C)C[C@@H](O)[C@H]([C@H](C)N(C)C)[C@@]5(C)CC4=O)N=C1C(C)C";"IC50";"'>'";"10000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1785400";"Inhibition of recombinant human AChE using acetylthiocholine iodide as substrate by spectroscopic Ellmans method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL220";"Acetylcholinesterase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1781893";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2011";""
